./hplanning --outputfile output-14274.txt --problem rooms_1 --size 7 --number 8 --map data/32_rooms.map --verbose 0 --mindoubles 0 --maxdoubles 18 --runs 50 --seeding 1 --timeout 3600 --timeoutperaction -1 --polling 1 --stack 0 --localreward 0 --branchingfactor 1 --hplanning 1 --actionabstraction 1 --rolloutknowledge 0
#Simulations	Runs	UndiscountedReturn	UndiscountedError	DiscountedReturn	DiscountedError	Time	TimePerAction	ExploredNodes	ExploredNodesError	ExploredDepth	ExploredDepthError
1	50	-687	0	-99.8997	2.6974e-07	0.259704	0.000240868	1	0	0	0	
2	50	-687	0	-99.8997	2.6974e-07	0.403504	0.000445318	2.69942	0.00247393	325.898	1.48906	
4	50	-687	0	-99.8997	2.6974e-07	0.662991	0.000824493	6.04803	0.00439667	568.524	1.07203	
8	50	-687	0	-99.8997	2.6974e-07	1.22711	0.00164173	12.8576	0.00704961	662.724	0.471175	
16	50	-681.74	5.20713	-99.8736	0.0257924	2.25245	0.00315695	25.7538	0.0116538	685.807	0.116979	
32	50	-686.06	0.930553	-99.8985	0.00118273	4.44224	0.00632176	52.1165	0.0193574	686.77	0.0663356	
64	50	-676.32	5.63443	-99.8715	0.0171428	8.60352	0.0125382	103.975	0.0357282	686.164	0.129264	
128	50	-658.36	9.91459	-99.8037	0.035825	16.676	0.0250431	207.777	0.0826894	683.911	0.251619	
256	50	-598.98	17.3355	-99.3288	0.199281	30.2559	0.0497554	411.528	0.247052	679.972	0.395192	
512	50	-540.24	20.8204	-98.6729	0.309762	54.387	0.0987261	811.639	0.682424	677.772	0.473918	
